playerID,nameFirst,nameLast,nameGiven,weight,height,bats,throws
davispe01,Peaches,Davis,Roy Thomas,190,75,L,R
davisra01,Rajai,Davis,Rajai Lavae,195,69,R,R
davisro01,Ron,Davis,Ronald Everette,175,72,R,R
davisro02,Ron,Davis,Ronald Gene,205,76,R,R
davisru01,Russ,Davis,Russell Stuart,170,72,R,R
davissc01,Scott,Davison,Scotty Ray,190,72,R,R
davissp01,Spud,Davis,Virgil Lawrence,197,73,R,R
davisst01,Steve,Davis,Steven Michael,200,73,R,R
davisst02,Storm,Davis,George Earl,207,76,R,R
davisst03,Steve,Davis,Steven Kennon,195,73,L,L
davisti01,Tim,Davis,Timothy Howard,165,71,L,L
davisto01,Tod,Davis,Thomas Oscar,190,74,R,R
davisto02,Tommy,Davis,Herman Thomas,195,74,R,R
davisto03,Tommy,Davis,Thomas James,195,73,R,R
davistr01,Trench,Davis,Trench Neal,171,75,L,L
daviswa01,Wade,Davis,Wade Allen,225,77,R,R
daviswi01,Wiley,Davis,Wiley Anderson,165,70,R,R
daviswi02,Willie,Davis,William Henry,180,74,L,L
daviswo01,Woody,Davis,Woodrow Wilson,200,73,L,R
dawkitr01,Travis,Dawkins,Travis Sentell,180,73,R,R
dawlebi01,Bill,Dawley,William Chester,235,77,R,R
dawlejo01,Joey,Dawley,Joseph Thomas,205,76,R,R
dawsoan01,Andre,Dawson,Andre Nolan,180,75,R,R
dawsojo01,Joe,Dawson,Ralph Fenton,182,71,R,R
dawsore01,Rex,Dawson,Rexford Paul,185,72,L,R
daybi01,Bill,Day,William J.,150,68,,R
daybo01,Boots,Day,Charles Frederick,160,69,L,L
dayde01,Dewon,Day,Amos Dewon,210,76,R,R
dayetbr01,Brian,Dayett,Brian Kelly,180,70,R,R
dayjo99,John,Day,John B.,,,,
dayle99,Leon,Day,Leon,170,69,R,R
dayleke01,Ken,Dayley,Kenneth Grant,171,72,L,L
daype01,Pea Ridge,Day,Henry Clyde,190,72,R,R
dayza01,Zach,Day,Stephen Zachary,185,76,R,R
deaglre01,Ren,Deagle,Lorenzo Burroughs,190,69,R,R
deagoro01,Roger,Deago,Roger I.,180,70,R,L
dealch01,Charlie,Deal,Charles Albert,160,72,R,R
dealco01,Cot,Deal,Ellis Ferguson,185,70,B,R
dealli01,Lindsay,Deal,Fred Lindsay,175,72,L,R
dealsn01,Snake,Deal,John Wesley,164,72,R,R
dealypa01,Pat,Dealy,Patrick E.,145,68,R,R
deanch01,Chubby,Dean,Alfred Lovell,181,71,L,L
deandi01,Dizzy,Dean,Jay Hanna,182,74,R,R
deando01,Dory,Dean,Charles Wilson,160,69,R,R
deaneha01,Harry,Deane,John Henry,150,67,,
deanha01,Harry,Dean,James Harry,185,76,R,R
deanpa01,Paul,Dean,Paul Dee,175,72,R,R
deanto01,Tommy,Dean,Tommy Douglas,165,72,R,R
deanwa01,Wayland,Dean,Wayland Ogden,178,73,B,R
dearbu01,Buddy,Dear,Paul Stanford,143,68,R,R
dearmch01,Charlie,DeArmond,Charles Hommer,165,70,R,R
deasljo01,John,Deasley,John,,,,
deaslpa01,Pat,Deasley,Thomas H.,154,68,R,R
deazaal01,Alejandro,De Aza,Alejandro Alberto,190,72,L,L
debarde01,Dennis,DeBarr,Dennis Lee,190,74,L,L
deberha01,Hank,DeBerry,John Herman,195,71,R,R
deberjo01,Joe,DeBerry,Joseph Gaddy,175,73,L,R
debusad01,Adam,DeBus,Adam Joseph,150,70,R,R
debusda01,Dave,DeBusschere,David Albert,225,78,R,R
decasyu01,Yurendell,de Caster,Yurendell Eithel,215,72,R,R
decatar01,Art,Decatur,Arthur Rue,190,73,R,R
decindo01,Doug,DeCinces,Douglas Vernon,190,74,R,R
deckefr01,Frank,Decker,Frank,,,R,R
deckege01,George,Decker,George A.,180,73,L,L
deckeha01,Harry,Decker,Earle Harry,180,71,R,R
deckeja01,Jaff,Decker,Jaff Kyle,190,70,L,L
deckejo01,Joe,Decker,George Henry,180,72,R,R
deckema01,Marty,Decker,Dee Martin,168,71,R,R
deckest01,Steve,Decker,Steven Michael,205,75,R,R
dedear01,Artie,Dede,Arthur Richard,155,69,R,R
dedearo01,Rod,Dedeaux,Raoul Martial,160,71,R,R
dedmoje01,Jeff,Dedmon,Jeffrey Linden,200,74,L,R
dedriji01,Jim,Dedrick,James Michael,185,72,B,R
dedunsa01,Sam,Deduno,Samuel,190,75,R,R
deegadu01,Dummy,Deegan,William Joseph,,,,R
deeji01,Jim,Dee,James D.,,,,
deerijo01,John,Deering,John Thomas,180,72,R,R
deerro01,Rob,Deer,Robert George,210,75,R,R
deesch01,Charlie,Dees,Charles Henry,173,73,L,L
deesh01,Shorty,Dee,Maurice Leo,155,66,R,R
defatto01,Tony,DeFate,Clyde Herbert,158,68,R,R
defraju01,Justin,De Fratus,Justin Andrew,220,76,B,R
defrato99,Tony,DeFrancesco,Anthony John,190,71,R,R
defrear01,Arturo,DeFreites,Arturo Marcelino,195,74,R,R
degermi01,Mike,DeGerick,Michael Arthur,178,74,R,R
degroru01,Rube,DeGroff,Edward Arthur,190,71,L,L
dehaako01,Kory,DeHaan,Korwin Jay,187,74,L,R
deharri01,Rick,DeHart,Richard Allen,180,73,L,L
dehlmhe01,Herman,Dehlman,Herman J.,,,,
deideji01,Jim,Deidel,James Lawrence,195,74,R,R
deinipe01,Pep,Deininger,Otto Charles,180,68,L,L
deisepa01,Pat,Deisel,Edward,145,65,R,R
deitrbi01,Bill,Deitrick,William Alexander,160,70,R,R
dejanmi01,Mike,Dejan,Michael Dan,185,73,L,L
dejeami01,Mike,DeJean,Michel Dwain,205,74,R,R
dejesda01,David,DeJesus,David Christopher,190,71,L,L
dejesiv01,Ivan,de Jesus,Ivan,175,71,R,R
dejesiv02,Ivan,De Jesus,Ivan,200,71,R,R
dejesjo01,Jose,de Jesus,Jose Luis,175,77,R,R
dejohma01,Mark,DeJohn,Mark Stephen,170,71,B,R
dejonjo01,Jordan,De Jong,Jordan Jay,200,74,R,R
dekonbi01,Bill,DeKoning,William Callahan,185,71,R,R
delabst01,Steve,Delabar,Steven Edward,230,76,R,R
delaceu01,Frankie,De La Cruz,Eulogio,214,71,R,R
delacto01,Tommy,de la Cruz,Tomas,168,73,R,R
delahed01,Ed,Delahanty,Edward James,170,73,R,R
delahfr01,Frank,Delahanty,Frank George,160,69,R,R
delahji01,Jim,Delahanty,James Christopher,170,70,R,R
delahjo01,Joe,Delahanty,Joseph Nicholas,168,69,R,R
delahmi01,Mike,de la Hoz,Miguel Angel,175,71,R,R
delahto01,Tom,Delahanty,Thomas James,175,68,L,R
delamro01,Roland,DeLaMaza,Roland Robert,195,74,R,R
delanar01,Art,Delaney,Arthur Dewey,178,70,R,R
delanbi01,Bill,Delaney,William L.,170,70,R,R
delanbi02,Bill,DeLancey,William Pinkney,185,71,L,R
delanro01,Rob,Delaney,Robert James,250,74,L,R
delarda01,Dane,De La Rosa,Dane David,245,79,R,R
delareu01,Eury,De La Rosa,Eury,165,69,L,L
delarfr01,Francisco,de la Rosa,Francisco,185,71,B,R
delarje01,Jesus,de la Rosa,Jesus,153,73,R,R
delarjo01,Jorge,De La Rosa,Jorge Alberto,220,73,L,L
delarru01,Rubby,De La Rosa,Rubby Carlos,205,73,R,R
delarto01,Tomas,de la Rosa,Tomas Agramonte,165,70,R,R
delatjo01,Jose,De La Torre,Jose,185,70,R,R
delcama01,Manny,Delcarmen,Manuel,220,74,R,R
deleojo01,Jose,DeLeon,Jose,210,75,R,R
deleojo02,Jorge,De Leon,Jorge Luis,185,72,R,R
deleolu01,Luis,DeLeon,Luis Antonio,153,73,R,R
delgaal01,Alex,Delgado,Alexander,160,72,R,R
delgaca01,Carlos,Delgado,Carlos Juan,215,75,L,R
delgaje01,Jesus,Delgado,Jesus Andres,225,72,R,R
delgapu01,Puchy,Delgado,Luis Felipe,170,71,B,L
delgara01,Randall,Delgado,Randall Enrique,200,75,R,R
delgawi01,Wilson,Delgado,Wilson,145,71,B,R
delgrbo01,Bobby,Del Greco,Robert George,185,70,R,R
delhifl01,Flame,Delhi,Lee William,198,74,R,R
delisju01,Juan,Delis,Juan Francisco,170,71,R,R
delkeed01,Eddie,Delker,Edward Alberts,170,70,R,R
dellaja01,Jason,Dellaero,Jason Christopher,195,74,B,R
delluda01,David,Dellucci,David Michael,180,70,L,L
dellwh01,Wheezer,Dell,William George,210,76,R,R
delmabe01,Bert,Delmas,Albert Charles,165,71,L,R
delocik01,Ike,Delock,Ivan Martin,175,71,R,R
delosfa01,Fautino,De Los Santos,Fautino,225,74,R,R
deloslu01,Luis,de los Santos,Luis Manuel,205,77,R,R
deloslu02,Luis,de los Santos,Luis,216,74,R,R
delosra01,Ramon,de los Santos,Ramon,175,72,L,L
delosva01,Valerio,De Los Santos,Valerio Lorenzo,225,74,L,L
delroen01,Enerio,Del Rosario,Enerio,190,74,R,R
delsaga01,Garton,Del Savio,Garton Orville,165,69,R,R
delsiji01,Jim,Delsing,James Henry,175,70,L,R
deltomi01,Miguel,Del Toro,Miguel,160,73,R,R
delucri01,Rich,DeLucia,Richard Anthony,185,72,R,R
demaejo01,Joe,DeMaestri,Joseph Paul,170,72,R,R
demaral01,Al,Demaree,Albert Wentworth,170,72,L,R
demarbi01,Billy,DeMars,William Lester,160,70,R,R
demarch01,Chris,Demaria,Christopher Neil,210,75,B,R
demarfr01,Fred,Demarais,Frederick,168,69,,R
demarfr02,Frank,Demaree,Joseph Franklin,185,71,R,R
demelsa01,Sam,Demel,Samuel Vincent,205,72,R,R
demerjo01,John,DeMerit,John Stephen,195,73,R,R
demerla01,Larry,Demery,Lawrence Calvin,170,72,R,R
demetdo01,Don,Demeter,Donald Lee,190,76,R,R
demetst01,Steve,Demeter,Stephen,185,69,R,R
demilha01,Harry,DeMiller,Harry,,,R,L
demmira01,Ray,Demmitt,Charles Raymond,170,68,L,R
demoldo01,Don,DeMola,Donald John,185,74,R,R
demonge01,Gene,DeMontreville,Eugene Napoleon,165,68,R,R
demonle01,Lee,DeMontreville,Leon,140,67,R,R
demotbe01,Ben,DeMott,Benyew Harrison,192,72,R,R
dempsco01,Con,Dempsey,Cornelius Francis,190,76,R,R
dempsma01,Mark,Dempsey,Mark Steven,220,78,R,R
dempsri01,Rick,Dempsey,John Rikard,190,72,R,R
dempsry01,Ryan,Dempster,Ryan Scott,215,74,R,R
dendema01,Matt,den Dekker,Matthew G.,205,73,L,L
denehbi01,Bill,Denehy,William Francis,200,75,B,R
denketr01,Travis,Denker,Travis Norton,205,69,R,R
denmabr01,Brian,Denman,Brian John,205,76,R,R
denneky01,Kyle,Denney,Kyle Dean,190,74,R,R
denneto01,Tod,Dennehey,Thomas Francis,180,70,L,L
dennido01,Don,Dennis,Donald Ray,190,74,R,R
denniot01,Otto,Denning,Otto George,180,72,R,R
dennyje01,Jerry,Denny,Jeremiah Dennis,180,71,R,R
dennyjo01,John,Denny,John Allen,185,75,R,R
denorch01,Chris,Denorfia,Christopher Anthony,195,72,R,R
densodr01,Drew,Denson,Andrew,210,77,B,R
dentbu01,Bucky,Dent,Russell Earl,170,69,R,R
dented01,Eddie,Dent,Elliott Estill,190,73,R,R
dentesa01,Sam,Dente,Samuel Joseph,175,71,R,R
denzero01,Roger,Denzer,Roger,180,72,L,R
depanmi01,Mike,DePangher,Michael Anthony,190,68,L,
depasjo01,Joe,Depastino,Joseph Bernard,210,74,R,R
depaujo01,Jorge,De Paula,Jorge,160,73,R,R
depauju01,Julio,DePaula,Julio Cesar,180,72,R,R
depause01,Sean,DePaula,Sean Michael,215,76,R,R
dephito01,Tony,DePhillips,Anthony Andrew,185,74,R,R
derbyge01,George,Derby,George Henry,175,72,L,R
derbyge02,Gene,Derby,Eugene A.,160,67,,
dernibo01,Bob,Dernier,Robert Eugene,160,72,R,R
derosma01,Mark,DeRosa,Mark Thomas,215,73,R,R
derricl01,Claud,Derrick,Claud Lester,175,72,R,R
derriji01,Jim,Derrington,Charles James,190,75,L,L
derrimi01,Mike,Derrick,James Michael,190,72,L,R
derripa01,Paul,Derringer,Samuel Paul,205,75,R,R
derryru01,Russ,Derry,Alva Russell,180,73,L,R
desajo01,Joe,DeSa,Joseph,170,71,L,L
desalma01,Matt,DeSalvo,Matthew Thomas,180,72,R,R
desauge01,Gene,Desautels,Eugene Abraham,170,71,R,R
descada01,Daniel,Descalso,Daniel William,190,70,L,R
deshaji01,Jim,Deshaies,James Joseph,222,76,L,L
deshide01,Delino,DeShields,Delino Lamont,170,73,L,R
deshoji01,Jimmie,DeShong,James Brooklyn,165,71,R,R
desiljo01,John,DeSilva,John Reed,193,72,R,R
desjash01,Shorty,Des Jardien,Paul Raymond,205,76,R,R
desmoia01,Ian,Desmond,Ian M.,210,75,R,R
dessaru01,Rube,Dessau,Frank Rolland,175,71,B,R
desseel01,Elmer,Dessens,Elmer,200,71,R,R
destror01,Orestes,Destrade,Orestes,210,76,B,R
dethebo01,Bob,Detherage,Robert Wayne,180,72,R,R
detorge01,George,Detore,George Francis,170,68,R,R
dettmjo01,John,Dettmer,John Franklin,185,72,R,R
dettoto01,Tom,Dettore,Thomas Anthony,200,76,L,R
detwedu01,Ducky,Detweiler,Robert Sterling,178,71,R,R
detwiro01,Ross,Detwiler,Ross Emery,200,77,R,L
deutsme01,Mel,Deutsch,Melvin Elliott,215,76,R,R
devarce01,Cesar,Devarez,Cesar Salvatore,175,70,R,R
devench01,Charlie,Devens,Charles,180,73,R,R
devermi01,Mike,Devereaux,Michael,195,72,R,R
devinad01,Adrian,Devine,Paul Adrian,185,76,R,R
devinha01,Hal,Deviney,Harold John,,,R,R
devinji01,Frank,Diven,Frank Robert,,,,L
devinjo01,Joey,Devine,Joseph Neal,235,72,R,R
devinmi01,Mickey,Devine,William Patrick,165,70,R,R
devivbe01,Bernie,DeViveiros,Bernard John,160,67,R,R
devliar01,Art,Devlin,Arthur McArthur,175,72,R,R
devliji01,Jim,Devlin,James Alexander,175,71,R,R
devliji02,Jim,Devlin,James H.,135,67,,L
devliji03,Jim,Devlin,James Raymond,165,71,L,R
devogre01,Rex,DeVogt,Rex Eugene,170,69,R,R
devoral01,Al,DeVormer,Albert E.,175,72,R,R
devordo01,Doug,DeVore,Doug Rinehart,215,76,L,L
devorjo01,Josh,Devore,Joshua M.,160,66,L,R
devoywa01,Walt,Devoy,Walter Joseph,165,71,R,R
devrico01,Cole,De Vries,Cole William,180,73,R,R
dewalch01,Charlie,Dewald,Charles H.,,,,L
deweyma01,Mark,Dewey,Mark Alan,185,72,R,R
dewilje01,Jeff,DeWillis,Jeffrey Allen,170,74,R,R
dewitbl01,Blake,DeWitt,Blake Robert,195,71,L,R
dewitma01,Matt,DeWitt,Matthew Brian,220,76,R,R
dextech01,Charlie,Dexter,Charles Dana,155,67,R,R
diamosc01,Scott,Diamond,Scott Michael,220,75,L,L
diamoth01,Thomas,Diamond,Thomas Nicklaus,250,75,R,R
diazal01,Alex,Diaz,Alexis,175,71,B,R
diazar01,Argenis,Diaz,Argenis Jose,190,72,R,R
diazbo01,Bo,Diaz,Baudilio Jose,185,71,R,R
diazca01,Carlos,Diaz,Carlos Antonio,161,72,R,L
diazca02,Carlos,Diaz,Carlos Francisco,190,75,R,R
diazed01,Edgar,Diaz,Edgar,155,72,R,R
diazed02,Eddy,Diaz,Eddy Javier,160,70,R,R
diazed03,Edwin,Diaz,Edwin,172,71,R,R
diazei01,Einar,Diaz,Einar Antonio,165,70,R,R
diazfe01,Felix,Diaz,Felix Antonio,180,73,R,R
diazjo01,Jose,Diaz,Joselo Soriano,230,72,R,R
diazjo02,Jonathan,Diaz,Jonathan,165,69,R,R
diazju01,Juan,Diaz,Juan Carlos,269,74,R,R
diazju02,Juan,Diaz,Juan Habisail,200,76,B,R
diazma01,Mario,Diaz,Mario Rafael,145,70,R,R
diazma02,Matt,Diaz,Matthew Edward,215,72,R,R
diazmi01,Mike,Diaz,Michael Anthony,195,74,R,R
diazro01,Robinzon,Diaz,Robinzon,215,71,R,R
diazvi01,Victor,Diaz,Victor Israel,210,72,R,R
dibblro01,Rob,Dibble,Robert Keith,230,76,L,R
dibutpe01,Pedro,Dibut,Pedro,190,68,R,R
dickebi01,Bill,Dickey,William Malcolm,185,73,L,R
dickebu01,Buttercup,Dickerson,Lewis Pessano,140,66,L,R
dickech01,Chris,Dickerson,Christopher Charles,230,76,L,L
dickeco01,Corey,Dickerson,McKenzie Corey,205,73,L,R
dickege01,George,Dickerson,George Clark,170,73,R,R
dickege02,George,Dickey,George Willard,180,74,B,R
dickele01,Leo,Dickerman,Leo Louis,192,76,R,R
dickepa01,Paul,Dicken,Paul Franklin,195,77,R,R
dickera01,R. A.,Dickey,Robert Allen,215,74,R,R
dickmem01,Emerson,Dickman,George Emerson,175,74,R,R
dicksbr01,Brandon,Dickson,Brandon Lee,190,77,R,R
dicksja01,Jason,Dickson,Jason Royce,190,72,L,R
dicksji01,Jim,Dickson,James Edward,185,73,L,R
dicksjo01,Johnny,Dickshot,John Oscar,195,72,R,R
dicksla01,Lance,Dickson,Lance Michael,185,72,R,L
dicksmu01,Murry,Dickson,Murry Monroe,157,70,R,R
dickswa01,Walt,Dickson,Walter Raleigh,175,71,R,R
diddlha99,Harry,Diddlebock,Henry Harrison,,,,
didiebo01,Bob,Didier,Robert Daniel,190,72,B,R
diehler01,Ernie,Diehl,Ernest Guy,190,73,R,R
diehlge01,George,Diehl,George Krause,196,74,R,R
diekmja01,Jake,Diekman,Jacob Tanner,200,76,L,L
dierich01,Chuck,Diering,Charles Edward Allen,165,70,R,R
dierkla01,Larry,Dierker,Lawrence Edward,215,76,R,R
dietrbi01,Bill,Dietrich,William John,185,72,R,R
dietrde01,Derek,Dietrich,Derek Richard,200,72,L,R
dietzdi01,Dick,Dietz,Richard Allen,195,73,R,R
dietzdu01,Dutch,Dietz,Lloyd Arthur,180,71,R,R
dietzro01,Roy,Dietzel,Leroy Louis,190,72,R,R
difanja01,Jay,Difani,Clarence Joseph,170,72,R,R
difelma01,Mark,DiFelice,Mark Andrew,190,74,R,R
difelmi01,Mike,Difelice,Michael William,205,74,R,R
diggibe01,Ben,Diggins,Benjamin Howard,230,79,R,R
diggsre01,Reese,Diggs,Reese Wilson,180,74,B,R
dignast01,Steve,Dignan,Stephen E.,,,,
dihigma99,Martin,Dihigo,Martin,,,R,R
dilauja01,Jack,DiLauro,Jack Edward,185,74,B,L
dillado01,Don,Dillard,David Donald,200,73,L,R
dillago01,Gordon,Dillard,Gordon Lee,190,73,L,L
dillapa01,Pat,Dillard,Robert Lee,180,72,L,R
dillast01,Steve,Dillard,Stephen Bradley,180,73,R,R
dillati01,Tim,Dillard,Timothy Charles,220,76,R,R
dillhpi01,Pickles,Dillhoefer,William Martin,154,67,R,R
dillibo01,Bob,Dillinger,Robert Bernard,170,71,R,R
dilliha01,Harley,Dillinger,Harley Hugh,175,71,R,L
dillmbi01,Bill,Dillman,William Howard,180,74,R,R
dillojo01,John,Dillon,John,,,,
dillojo02,Joe,Dillon,Joseph William,210,74,R,R
dillopa01,Packy,Dillon,Patrick Henry,,,,
dillopo01,Pop,Dillon,Frank Edward,185,73,L,R
dillost01,Steve,Dillon,Stephen Edward,160,70,L,L
dilonmi01,Miguel,Dilone,Miguel Angel,160,72,B,R
dimagdo01,Dom,DiMaggio,Dominic Paul,168,69,R,R
dimagjo01,Joe,DiMaggio,Joseph Paul,193,74,R,R
dimagvi01,Vince,DiMaggio,Vincent Paul,183,71,R,R
dimicfr01,Frank,DiMichele,Frank Lawrence,205,75,R,L
dimmemi01,Mike,Dimmel,Michael Wayne,180,72,R,R
dinarle01,Lenny,DiNardo,Leonard Edward,220,74,L,L
dineeke01,Kerry,Dineen,Kerry Michael,165,71,L,L
dingeva01,Vance,Dinges,Vance George,175,74,L,L
dingmcr01,Craig,Dingman,Craig Allen,215,76,R,R
dinkebr01,Brian,Dinkelman,Brian Adam,195,71,L,R
dinnebi01,Bill,Dinneen,William Henry,190,73,R,R
dioriro01,Ron,Diorio,Ronald Michael,212,78,R,R
dipiebo01,Bob,DiPietro,Robert Louis Paul,185,71,R,R
dipinfr01,Frank,DiPino,Frank Michael,175,70,L,L
dipotje01,Jerry,Dipoto,Gerard Peter,203,74,R,R
dirksan01,Andy,Dirks,Andrew Lee,195,72,L,L
disarga01,Gary,Disarcina,Gary Thomas,170,73,R,R
dischge01,George,Disch,George Charles,,71,,R
dishmgl01,Glenn,Dishman,Glenelg Edward,195,73,R,L
distaal01,Alec,Distaso,Alec John,200,74,R,R
distebe01,Benny,Distefano,Benito James,195,73,L,L
distedu01,Dutch,Distel,George Adam,165,69,R,R
ditmaar01,Art,Ditmar,Arthur John,185,74,R,R
dittmja01,Jack,Dittmer,John Douglas,175,73,L,R
divismo01,Moxie,Divis,Edward George,,66,,
dixonke01,Ken,Dixon,Kenneth John,166,71,B,R
dixonle01,Leo,Dixon,Leo Moses,170,71,R,R
dixonso01,Sonny,Dixon,John Craig,205,74,B,R
dixonst01,Steve,Dixon,Steven Ross,190,72,L,L
dixonto01,Tom,Dixon,Thomas Earl,175,71,R,R
dlugabr01,Brent,Dlugach,Brent P.,200,76,R,R
doakbi01,Bill,Doak,William Leopold,165,72,R,R
doanewa01,Walt,Doan,Walter Rudolph,165,72,L,R
dobbeda01,Dan,Dobbek,Daniel John,195,72,L,R
dobbjo01,John,Dobb,John Kenneth,180,74,R,L
dobbsgr01,Greg,Dobbs,Gregory Stuart,210,73,L,R
dobbsjo01,John,Dobbs,John Gordon,170,69,L,R
dobenra01,Ray,Dobens,Raymond Joseph,175,68,L,L
doberje01,Jess,Dobernic,Andrew Joseph,170,70,R,R
dobsoch01,Chuck,Dobson,Charles Thomas,200,76,R,R
dobsojo01,Joe,Dobson,Joseph Gordon,197,74,R,R
dobsopa01,Pat,Dobson,Patrick Edward,190,75,R,R
dobyla01,Larry,Doby,Lawrence Eugene,180,73,L,R
dockige01,George,Dockins,George Woodrow,175,72,L,L
doddon01,Ona,Dodd,Ona Melvin,150,68,R,R
doddro01,Robert,Dodd,Robert Wayne,195,75,L,L
doddto01,Tom,Dodd,Thomas Marion,190,72,R,R
dodgejo01,John,Dodge,John Lewis,165,71,R,R
dodgesa01,Sam,Dodge,Samuel Edward,170,73,R,R
dodsopa01,Pat,Dodson,Patrick Neal,210,76,L,L
doefr01,Fred,Doe,Alfred George,165,70,R,R
doerrbo01,Bobby,Doerr,Robert Pershing,175,71,R,R
dohened01,Ed,Doheny,Edward Richard,165,70,L,L
doherjo01,John,Doherty,John Michael,185,71,L,L
doherjo02,John,Doherty,John Harold,190,76,R,R
dohmasc01,Scott,Dohmann,Christopher Scott,200,73,R,R
dolanbi01,Biddy,Dolan,Leon Mark,,72,R,R
dolanco01,Cozy,Dolan,Patrick Henry,160,70,L,L
dolanco02,Cozy,Dolan,Albert James,160,70,R,R
dolanjo01,John,Dolan,John,170,70,,R
dolanjo02,Joe,Dolan,Joseph,155,70,,R
dolanto01,Tom,Dolan,Thomas J.,185,71,R,R
dolele01,Lester,Dole,Lester Carrington,,71,,
dolisra01,Rafael,Dolis,Rafael Jose,215,76,R,R
doljafr01,Frank,Doljack,Frank Joseph,175,71,R,R
dollar01,Art,Doll,Arthur James,190,73,R,R
dolsifr01,Freddy,Dolsi,Freddy,160,72,R,R
dominan01,Andy,Dominique,Andrew John,220,72,R,R
dominjo01,Jose,Dominguez,Jose Alfredo,160,72,R,R
dominju01,Juan,Dominguez,Juan Ramon,180,74,R,R
dominma01,Matt,Dominguez,Matthew Scott,215,73,R,R
donahde01,Deacon,Donahue,John Stephen Michael,180,72,R,R
donahji01,Jim,Donahue,James Augustus,175,72,R,R
donahji02,Jiggs,Donahue,John Augustus,178,73,L,L
donahjo01,John,Donahue,John Frederick,170,68,B,R
donahpa01,Pat,Donahue,Patrick William,175,72,R,R
donahre01,Red,Donahue,Francis L.,187,72,R,R
donahsh01,She,Donahue,Charles Michael,,69,R,R
donahti01,Tim,Donahue,Timothy Cornelius,180,71,L,R
donalat01,Atley,Donald,Richard Atley,186,73,L,R
donaled01,Ed,Donalds,Edward Alexander,180,71,R,R
donalja01,Jason,Donald,Jason Thomas,195,73,R,R
donaljo01,John,Donaldson,John David,160,71,L,R
donaljo02,Josh,Donaldson,Joshua Adam,220,72,R,R
dondele01,Len,Dondero,Leonard Peter,178,71,R,R
donlimi01,Mike,Donlin,Michael Joseph,170,69,L,L
donnebl01,Blix,Donnelly,Sylvester Urban,166,70,R,R
donnebr01,Brendan,Donnelly,Brendan Kevin,205,75,R,R
donnech01,Chris,Donnels,Chris Barton,185,72,L,R
donneed01,Ed,Donnelly,Edward,205,73,R,R
donneed02,Ed,Donnelly,Edward Vincent,175,72,R,R
donnefr01,Frank,Donnelly,Franklin Marion,180,66,L,
donneji01,Jim,Donnelly,James B.,155,70,R,R
donneji02,Jim,Donnelly,James Henry,,,,
donnepe01,Pete,Donnelly,Peter J.,,,,
donohji01,Jim,Donohue,James Thomas,190,76,R,R
donohjo01,Alexander,Donoghue,Alexander F.,165,68,,L
donohpe01,Pete,Donohue,Peter Joseph,185,74,R,R
donohto01,Tom,Donohue,Thomas James,185,72,R,R
donosli01,Lino,Donoso,Lino,160,71,L,L
donovbi01,Bill,Donovan,William Edward,190,71,B,R
donovbi02,Bill,Donovan,Willard Earl,198,74,R,L
donovdi01,Dick,Donovan,Richard Edward,190,75,L,R
donovfr01,Fred,Donovan,Frederick Maurice,,,R,R
donovje01,Jerry,Donovan,Jeremiah Francis,,,R,R
donovmi01,Mike,Donovan,Michael Berchman,155,68,R,R
donovpa01,Patsy,Donovan,Patrick Joseph,175,71,L,L
donovto01,Tom,Donovan,Thomas Joseph,168,74,R,R
dooinre01,Red,Dooin,Charles Sebastian,165,69,R,R
doolami01,Mickey,Doolin,Michael Joseph,170,70,R,R
doolise01,Sean,Doolittle,Sean Robert,210,75,L,L
doomsha01,Harry,Dooms,Henry E.,,,,
dopsojo01,John,Dopson,John Robert,205,76,L,R
doranbi01,Bill,Doran,William James,175,71,L,R
doranbi02,Bill,Doran,William Donald,175,71,B,R
doranjo01,John,Doran,John F.,175,71,,L
doranto01,Tom,Doran,Thomas J.,152,71,L,R
dorgaje01,Jerry,Dorgan,Jeremiah F.,165,,L,R
dorgami01,Mike,Dorgan,Michael Cornelius,180,69,R,R
dorisha01,Fritz,Dorish,Harry,204,71,R,R
dormach01,Charlie,Dorman,Charles William,185,74,R,R
dormare01,Red,Dorman,Charles Dwight,180,70,R,R
dornegu01,Gus,Dorner,Augustus,176,70,R,R
dorrbe01,Bert,Dorr,Charles Albert,,,,
dorsebr01,Brian,Dorsett,Brian Richard,215,75,R,R
dorseca01,Cal,Dorsett,Calvin Leavelle,180,72,R,R
dorseje01,Jerry,Dorsey,Michael Jeremiah,,,L,
dorseje02,Jerry,D'Arcy,Jeremiah Joseph,175,71,L,L
dorseji01,Jim,Dorsey,James Edward,190,79,R,R
dortame01,Melvin,Dorta,Melvin A.,160,71,R,R
doschhe01,Herm,Doscher,John Henry,182,70,R,R
doschja01,Jack,Doscher,John Henry,205,73,L,L
dosteda01,David,Doster,David Eric,185,70,R,R
doteloc01,Octavio,Dotel,Octavio Eduardo,230,72,R,R
dotsori01,Richard,Dotson,Richard Elliott,190,73,R,R
dottedu01,Dutch,Dotterer,Henry John,209,72,R,R
dottega01,Gary,Dotter,Gary Richard,180,73,L,L
dotyba01,Babe,Doty,Elmer L.,160,72,L,R
doubrfe01,Felix,Doubront,Felix Antonio,225,74,L,L
doughch01,Charlie,Dougherty,Charles William,,,,
doughji01,Jim,Dougherty,James E.,210,72,R,R
doughpa01,Patsy,Dougherty,Patrick Henry,190,74,L,R
doughto01,Tom,Dougherty,Thomas James,195,71,L,R
